priority,category,channel,complexity_score,response_time_hours,resolution_time_hours,previous_tickets,customer_tenure_months,customer_age,sla_breach,escalated
Low,Subscription Cancellation,Phone,4,42.95,169.43,2,40,47,1,0
Urgent,Account Suspension,Portal,10,0.52,5.49,3,25,49,0,0
Low,Login Issue,Email,4,64.7,159.32,2,13,22,1,0
Medium,Login Issue,Email,6,22.93,74.87,2,41,51,1,0
Urgent,Subscription Cancellation,Portal,9,0.84,4.57,3,53,29,0,0
Urgent,Billing Dispute,Phone,7,0.25,4.65,4,50,41,0,0
High,Data Loss,Portal,7,2.87,14.03,0,51,50,0,0
High,Billing Dispute,Email,8,0.99,19.42,1,3,59,0,0
Medium,Billing Dispute,Chat,5,31.21,94.48,2,68,19,1,0
Medium,Login Issue,Email,4,25.79,95.93,2,65,66,1,0
Medium,Integration Failure,Chat,2,25.87,104.45,1,36,53,1,0
High,Feature Request,Email,4,7.26,33.35,1,24,67,1,0
High,Account Suspension,Email,7,3.51,14.45,2,19,23,0,0
High,Payment Problem,Email,8,2.33,20.54,3,8,58,0,0
High,Billing Dispute,Chat,7,1.58,18.21,4,2,49,0,0
Low,Security Breach,Chat,4,63.98,279.86,1,30,51,1,0
Medium,Payment Problem,Email,2,10.93,28.54,7,30,43,0,0
Low,Performance Issue,Email,1,37.45,260.67,0,44,50,1,0
Medium,Integration Failure,Email,4,27.0,70.67,3,65,19,1,0
Medium,Payment Problem,Portal,5,7.7,41.48,2,38,31,0,0
Urgent,Subscription Cancellation,Email,7,0.66,3.94,1,1,54,0,0
Medium,Feature Request,Email,3,26.06,75.69,2,31,32,1,0
Low,Data Loss,Phone,4,30.97,252.57,3,36,34,1,0
Low,Subscription Cancellation,Chat,1,45.21,257.62,2,9,45,1,0
High,Billing Dispute,Phone,4,3.76,8.02,5,3,39,0,0
High,Integration Failure,Chat,7,5.07,31.45,3,55,58,1,1
Low,Integration Failure,Portal,4,16.85,55.48,0,23,37,0,0
Low,Billing Dispute,Email,4,67.18,299.98,2,55,45,1,0
High,Feature Request,Portal,5,5.92,54.03,1,8,36,1,0
Low,Login Issue,Phone,1,19.24,91.77,3,14,36,0,0
Urgent,Payment Problem,Chat,7,1.56,19.59,2,13,21,1,1
High,Security Breach,Phone,4,4.63,49.49,1,12,63,1,0
Low,Billing Dispute,Chat,2,14.18,89.95,1,12,64,0,0
Low,Security Breach,Email,4,17.6,106.06,2,62,60,0,0
Urgent,Payment Problem,Email,7,0.35,3.97,3,39,24,0,0
Medium,Feature Request,Portal,3,3.03,14.45,1,9,30,0,0
Medium,Login Issue,Chat,4,25.82,100.84,3,23,29,1,0
Urgent,Data Loss,Chat,6,1.38,10.55,4,20,27,1,1
Urgent,Feature Request,Phone,7,1.45,12.02,2,48,66,1,1
Urgent,Security Breach,Chat,8,0.73,6.68,5,35,33,0,0
High,Integration Failure,Email,5,2.64,19.34,2,27,32,0,0
Medium,Integration Failure,Phone,5,34.79,84.7,6,61,56,1,0
Low,Performance Issue,Phone,2,41.15,149.53,2,54,47,1,0
High,Account Suspension,Email,6,1.44,11.85,2,2,58,0,0
High,Subscription Cancellation,Portal,6,9.38,42.38,3,46,50,1,0
Medium,Subscription Cancellation,Email,4,35.36,104.42,4,15,38,1,0
Urgent,Billing Dispute,Chat,9,0.62,7.52,0,21,30,0,0
Low,Security Breach,Email,1,39.8,237.1,2,57,51,1,0
Medium,Subscription Cancellation,Chat,6,33.96,56.39,3,13,19,1,0
Low,Subscription Cancellation,Chat,2,54.23,169.15,3,63,36,1,0
Medium,Feature Request,Chat,6,18.05,70.24,1,25,59,1,0
Low,Data Loss,Phone,1,69.7,238.59,0,40,44,1,0
Low,Security Breach,Email,4,38.85,135.1,2,22,24,1,0
Low,Performance Issue,Phone,3,67.37,217.1,1,4,57,1,0
High,Data Loss,Chat,4,9.07,59.86,1,16,18,1,0
High,Performance Issue,Portal,4,2.31,19.19,2,55,21,0,0
High,Security Breach,Chat,7,1.8,19.2,3,41,33,0,0
Urgent,Login Issue,Email,6,0.29,6.28,3,29,44,0,0
Medium,Login Issue,Email,6,4.6,35.72,2,21,24,0,0
Medium,Subscription Cancellation,Portal,6,5.38,23.71,2,13,66,0,0
Urgent,Billing Dispute,Phone,10,0.42,6.47,7,27,35,0,0
Low,Integration Failure,Email,2,29.74,240.51,2,69,18,1,0
Urgent,Feature Request,Chat,10,0.63,3.59,2,9,18,0,0
Low,Subscription Cancellation,Chat,1,48.07,296.47,0,55,29,1,0
Urgent,Account Suspension,Portal,8,0.28,7.52,1,55,61,0,0
Low,Login Issue,Portal,3,47.55,194.82,3,52,28,1,0
Urgent,Subscription Cancellation,Portal,10,1.25,17.24,4,47,23,1,1
Medium,Integration Failure,Portal,4,34.44,98.59,3,32,40,1,0
Urgent,Performance Issue,Portal,7,0.39,5.44,0,67,24,0,0
Low,Performance Issue,Email,3,59.45,162.38,3,8,60,1,0
High,Payment Problem,Phone,5,1.55,14.5,5,42,53,0,0
Urgent,Feature Request,Phone,7,0.56,6.2,2,17,65,0,0
Medium,Billing Dispute,Portal,4,10.8,45.24,4,41,63,0,0
High,Performance Issue,Chat,6,11.02,47.02,2,33,67,1,0
High,Payment Problem,Email,8,3.14,18.93,4,36,28,0,0
Medium,Login Issue,Chat,3,9.51,42.91,2,45,66,0,0
High,Performance Issue,Phone,8,10.66,47.02,3,9,61,1,1
High,Billing Dispute,Email,4,3.03,19.13,3,19,64,0,0
Urgent,Subscription Cancellation,Chat,9,2.8,13.93,3,38,18,1,1
Low,Integration Failure,Chat,2,11.1,58.77,3,43,59,0,0
Medium,Account Suspension,Chat,4,7.14,29.78,1,38,69,0,0
Urgent,Performance Issue,Chat,8,0.68,2.86,4,60,39,0,0
Urgent,Account Suspension,Email,9,0.35,7.24,0,1,48,0,0
Medium,Account Suspension,Portal,3,24.67,73.66,2,21,31,1,0
High,Account Suspension,Phone,7,1.17,14.39,4,62,27,0,0
Medium,Data Loss,Email,3,7.9,34.79,4,4,62,0,0
Low,Account Suspension,Phone,4,6.56,75.35,2,45,53,0,0
Medium,Data Loss,Phone,2,24.68,71.8,5,20,68,1,0
Medium,Integration Failure,Email,5,23.73,118.94,1,48,50,1,0
High,Account Suspension,Chat,7,1.14,20.43,3,36,58,0,0
Low,Payment Problem,Chat,1,46.43,149.27,2,2,19,1,0
Urgent,Account Suspension,Chat,7,0.71,4.31,1,48,32,0,0
Urgent,Security Breach,Phone,6,0.65,3.41,1,18,29,0,0
High,Feature Request,Chat,8,2.17,14.67,1,30,25,0,0
Medium,Payment Problem,Email,5,5.68,20.91,2,8,58,0,0
Medium,Billing Dispute,Portal,2,14.51,73.78,3,71,55,1,0
Urgent,Performance Issue,Email,10,0.92,5.11,5,25,35,0,0
High,Integration Failure,Phone,5,2.01,9.45,3,38,30,0,0
Low,Integration Failure,Email,2,45.39,276.64,4,8,44,1,0
Urgent,Security Breach,Email,7,0.3,4.29,2,60,45,0,0
Urgent,Security Breach,Chat,9,0.6,7.15,3,22,20,0,0
Urgent,Security Breach,Email,6,2.96,9.14,4,38,61,1,1
High,Security Breach,Chat,7,1.56,19.24,2,70,47,0,0
High,Security Breach,Email,7,1.74,20.69,1,60,42,0,0
Medium,Login Issue,Chat,3,18.59,118.96,2,8,54,1,0
Urgent,Subscription Cancellation,Phone,8,0.85,3.09,1,49,44,0,0
Urgent,Integration Failure,Email,9,0.56,4.66,3,54,32,0,0
Low,Security Breach,Portal,2,63.95,259.73,5,21,69,1,0
Low,Performance Issue,Email,3,65.16,218.28,2,55,55,1,0
Medium,Login Issue,Email,2,30.28,107.96,3,13,67,1,0
Urgent,Payment Problem,Phone,7,0.4,7.52,2,6,28,0,0
Urgent,Payment Problem,Chat,6,0.23,6.33,7,22,49,0,0
Low,Data Loss,Chat,1,7.38,93.89,2,32,24,0,0
High,Subscription Cancellation,Email,4,2.89,16.06,2,17,34,0,0
Medium,Payment Problem,Phone,3,9.06,28.85,1,14,26,0,0
Urgent,Security Breach,Chat,6,0.77,6.74,2,40,56,0,0
Urgent,Integration Failure,Email,6,0.38,3.61,1,40,47,0,0
Urgent,Data Loss,Chat,10,0.31,6.88,2,44,67,0,0
Medium,Feature Request,Phone,2,10.71,40.53,2,56,51,0,0
Medium,Login Issue,Chat,2,28.34,102.34,4,17,20,1,0
Medium,Feature Request,Email,6,30.12,99.56,1,17,60,1,0
Low,Feature Request,Chat,3,30.68,133.36,2,16,63,1,0
Urgent,Security Breach,Email,9,0.51,7.55,0,28,64,0,0
Urgent,Feature Request,Chat,9,0.25,4.44,4,46,46,0,0
Urgent,Feature Request,Phone,9,0.69,4.38,4,61,21,0,0
Urgent,Payment Problem,Chat,8,0.57,7.54,1,15,41,0,0
High,Billing Dispute,Chat,6,2.15,10.97,4,22,63,0,0
High,Data Loss,Portal,8,11.26,58.43,2,58,46,1,1
Urgent,Feature Request,Chat,6,2.51,13.11,2,21,35,1,1
Urgent,Subscription Cancellation,Chat,9,2.93,9.9,3,36,62,1,1
Low,Performance Issue,Email,2,5.63,76.8,2,20,54,0,0
Medium,Data Loss,Chat,6,7.94,36.43,3,70,56,0,0
Low,Subscription Cancellation,Chat,1,16.14,83.51,1,1,34,0,0
Urgent,Performance Issue,Chat,7,0.22,7.35,2,17,56,0,0
High,Feature Request,Portal,6,3.16,13.19,1,22,20,0,0
Low,Billing Dispute,Portal,2,7.57,70.48,1,6,32,0,0
High,Account Suspension,Phone,8,2.9,11.04,3,40,27,0,0
High,Integration Failure,Chat,5,4.69,45.82,2,63,67,1,0
Medium,Subscription Cancellation,Chat,6,7.92,43.72,4,64,43,0,0
Low,Feature Request,Email,2,14.17,62.96,5,29,57,0,0
High,Data Loss,Email,7,2.25,8.99,3,48,32,0,0
Medium,Payment Problem,Phone,6,21.56,77.4,4,47,53,1,0
High,Feature Request,Chat,6,7.59,56.08,4,44,29,1,0
Medium,Account Suspension,Portal,3,24.07,113.29,2,60,45,1,0
Urgent,Feature Request,Email,10,1.67,10.17,3,59,35,1,1
High,Feature Request,Chat,5,11.51,52.09,4,15,69,1,0
High,Integration Failure,Chat,4,11.73,31.16,3,63,20,1,0
Urgent,Payment Problem,Chat,8,0.42,7.0,3,65,43,0,0
Medium,Subscription Cancellation,Portal,2,30.95,84.73,1,30,44,1,0
Low,Security Breach,Portal,1,18.33,106.1,1,21,66,0,0
Low,Security Breach,Email,3,66.33,144.52,1,20,33,1,0
High,Data Loss,Email,5,4.43,28.97,3,19,63,1,0
High,Billing Dispute,Email,6,1.81,21.79,3,11,37,0,0
High,Feature Request,Phone,8,1.23,19.25,2,26,44,0,0
Low,Data Loss,Chat,4,11.84,47.35,1,40,36,0,0
Low,Billing Dispute,Phone,4,52.65,281.6,0,60,21,1,0
Low,Subscription Cancellation,Chat,2,67.84,275.44,3,26,56,1,0
Medium,Subscription Cancellation,Chat,3,32.34,88.94,3,45,59,1,0
High,Payment Problem,Phone,5,2.3,9.77,4,15,66,0,0
Medium,Security Breach,Chat,5,13.74,81.19,1,13,56,1,0
Medium,Security Breach,Chat,5,5.11,31.57,2,42,68,0,0
Urgent,Data Loss,Email,8,0.28,3.49,2,27,54,0,0
Medium,Integration Failure,Chat,2,28.03,110.49,4,66,50,1,0
Medium,Security Breach,Chat,5,8.66,40.41,5,7,18,0,0
High,Integration Failure,Chat,7,2.75,7.56,3,1,19,0,0
Medium,Integration Failure,Portal,2,19.46,54.12,3,53,64,1,0
High,Subscription Cancellation,Portal,8,11.39,41.08,0,41,61,1,1
Urgent,Payment Problem,Phone,10,0.64,7.21,5,39,49,0,0
Urgent,Data Loss,Chat,9,2.23,17.4,1,69,63,1,1
Low,Performance Issue,Phone,1,19.48,110.76,3,64,42,0,0
Urgent,Data Loss,Chat,10,0.25,3.88,4,28,69,0,0
Medium,Integration Failure,Email,4,17.98,117.86,1,11,32,1,0
Medium,Billing Dispute,Email,3,26.64,88.52,2,35,55,1,0
Medium,Billing Dispute,Email,5,27.12,93.86,1,27,66,1,0
Urgent,Payment Problem,Email,10,1.99,11.36,1,1,51,1,1
Medium,Subscription Cancellation,Chat,6,9.42,28.8,3,55,68,0,0
Medium,Subscription Cancellation,Portal,3,5.51,37.99,4,49,31,0,0
High,Integration Failure,Email,4,0.83,12.68,4,40,62,0,0
Low,Integration Failure,Portal,2,10.92,41.43,3,9,52,0,0
Low,Account Suspension,Email,1,70.44,272.74,3,70,59,1,0
Low,Account Suspension,Email,1,18.82,38.6,4,11,56,0,0
Low,Integration Failure,Chat,3,40.91,148.18,2,39,26,1,0
Low,Security Breach,Phone,1,36.54,239.03,4,6,55,1,0
Low,Data Loss,Email,4,63.35,244.31,2,67,64,1,0
High,Security Breach,Email,5,5.92,44.87,5,28,48,1,0
Low,Subscription Cancellation,Chat,2,52.86,145.06,4,70,33,1,0
Medium,Performance Issue,Email,2,24.78,105.0,2,64,58,1,0
Urgent,Data Loss,Phone,10,0.52,5.51,1,8,51,0,0
Medium,Security Breach,Chat,6,6.23,35.32,3,47,40,0,0
High,Security Breach,Email,6,2.91,7.25,1,15,35,0,0
Low,Login Issue,Portal,1,31.09,146.77,2,57,27,1,0
Low,Data Loss,Email,2,44.42,253.12,0,52,26,1,0
Low,Performance Issue,Phone,4,22.23,88.87,2,28,66,0,0
Low,Payment Problem,Phone,3,18.81,51.47,4,56,38,0,0
Medium,Payment Problem,Portal,6,2.59,30.15,1,33,36,0,0
Low,Security Breach,Chat,2,46.79,184.48,3,25,28,1,0
Low,Integration Failure,Chat,4,6.91,84.74,6,68,24,0,0
Low,Performance Issue,Email,3,13.52,98.2,4,31,21,0,0
Medium,Performance Issue,Phone,6,15.56,65.44,2,13,35,1,0
Low,Subscription Cancellation,Chat,1,44.15,241.08,2,26,63,1,0
Medium,Billing Dispute,Chat,6,7.3,27.95,3,35,34,0,0
Medium,Login Issue,Portal,5,21.57,65.75,1,7,46,1,0
High,Subscription Cancellation,Email,8,8.8,39.72,2,2,45,1,1
Low,Performance Issue,Portal,1,71.32,149.51,1,55,52,1,0
High,Feature Request,Portal,6,6.27,48.5,3,9,45,1,0
High,Integration Failure,Chat,6,2.49,22.77,3,55,58,0,0
Low,Performance Issue,Chat,1,47.89,255.19,0,17,21,1,0
Urgent,Login Issue,Chat,7,0.81,6.83,3,51,29,0,0
Urgent,Performance Issue,Portal,7,0.44,3.57,1,55,44,0,0
Low,Data Loss,Email,1,55.49,149.84,1,29,47,1,0
Medium,Data Loss,Chat,2,29.0,52.94,1,39,69,1,0
Urgent,Account Suspension,Phone,9,0.93,6.19,2,16,21,0,0
High,Login Issue,Portal,5,5.55,54.06,2,36,54,1,0
Low,Security Breach,Phone,4,71.92,163.77,4,8,64,1,0
Low,Billing Dispute,Chat,3,59.29,212.35,5,61,28,1,0
Medium,Security Breach,Email,6,6.51,32.65,2,71,18,0,0
Medium,Billing Dispute,Chat,6,19.21,117.19,4,13,66,1,0
High,Billing Dispute,Email,6,9.18,57.11,3,21,44,1,0
Medium,Billing Dispute,Portal,5,16.43,53.86,2,5,53,1,0
Medium,Payment Problem,Phone,4,34.79,56.11,1,5,60,1,0
High,Billing Dispute,Phone,5,1.35,22.16,2,41,31,0,0
Low,Performance Issue,Phone,4,61.71,141.76,3,28,40,1,0
Medium,Feature Request,Chat,3,21.07,91.91,1,59,43,1,0
High,Login Issue,Email,7,1.45,8.44,3,43,32,0,0
Urgent,Feature Request,Email,8,0.81,5.87,2,4,20,0,0
Medium,Account Suspension,Email,5,33.44,65.18,3,56,48,1,0
Medium,Performance Issue,Phone,6,2.45,15.47,4,37,61,0,0
Low,Billing Dispute,Email,2,70.82,178.84,1,40,41,1,0
Medium,Payment Problem,Phone,6,22.82,88.51,4,9,67,1,0
Medium,Subscription Cancellation,Phone,2,15.39,88.75,2,40,50,1,0
Low,Security Breach,Chat,1,12.96,95.56,1,32,44,0,0
Medium,Data Loss,Email,3,15.9,56.86,2,33,42,1,0
Medium,Login Issue,Email,6,4.73,14.66,0,50,56,0,0
Low,Feature Request,Email,1,14.84,91.71,3,60,33,0,0
Medium,Performance Issue,Phone,3,5.63,44.17,5,38,23,0,0
Low,Subscription Cancellation,Email,1,8.9,51.03,2,42,27,0,0
Medium,Integration Failure,Phone,3,17.68,62.87,2,17,43,1,0
Low,Integration Failure,Phone,4,55.43,189.62,1,54,23,1,0
Urgent,Data Loss,Email,9,0.88,6.05,3,11,38,0,0
High,Integration Failure,Phone,7,4.83,52.0,3,18,59,1,1
High,Security Breach,Phone,6,1.53,21.81,2,19,39,0,0
High,Account Suspension,Phone,7,2.8,19.71,1,52,64,0,0
Medium,Integration Failure,Email,3,11.29,15.27,3,39,26,0,0
Low,Data Loss,Email,2,57.47,166.67,2,60,57,1,0
Medium,Account Suspension,Email,3,2.87,25.49,4,67,64,0,0
High,Security Breach,Chat,8,5.76,58.22,2,61,36,1,1
High,Data Loss,Phone,7,7.04,46.75,1,40,55,1,1
Medium,Integration Failure,Phone,6,16.79,119.75,1,26,45,1,0
Low,Billing Dispute,Portal,4,34.71,185.36,2,62,30,1,0
Medium,Login Issue,Email,3,4.86,43.15,1,40,69,0,0
Medium,Integration Failure,Email,6,21.7,99.75,3,67,40,1,0
High,Data Loss,Phone,6,1.98,21.04,1,71,46,0,0
High,Login Issue,Email,5,2.3,21.59,5,3,29,0,0
Medium,Login Issue,Email,4,10.75,28.53,2,18,41,0,0
Urgent,Account Suspension,Chat,10,0.95,6.93,7,44,41,0,0
High,Security Breach,Email,7,0.86,22.54,1,3,22,0,0
Low,Integration Failure,Chat,4,48.92,244.08,3,20,62,1,0
Low,Subscription Cancellation,Email,2,60.69,175.52,3,30,26,1,0
Low,Billing Dispute,Chat,1,29.74,177.25,3,69,63,1,0
Low,Security Breach,Phone,1,21.74,94.69,8,53,50,0,0
Low,Subscription Cancellation,Email,2,69.16,187.21,4,69,52,1,0
Low,Subscription Cancellation,Portal,4,35.9,201.06,5,7,36,1,0
Medium,Feature Request,Chat,2,9.47,30.83,3,33,45,0,0
Low,Account Suspension,Portal,4,52.91,285.16,1,60,18,1,0
Urgent,Payment Problem,Email,7,0.23,6.1,3,48,66,0,0
Low,Performance Issue,Chat,2,10.15,58.7,1,71,60,0,0
Medium,Performance Issue,Chat,2,19.2,61.78,2,13,57,1,0
Medium,Account Suspension,Phone,4,33.26,72.27,1,68,55,1,0
Urgent,Account Suspension,Chat,6,0.87,4.13,3,43,45,0,0
Low,Subscription Cancellation,Chat,2,27.97,255.08,0,27,28,1,0
Medium,Account Suspension,Portal,6,30.1,81.38,4,28,38,1,0
Urgent,Subscription Cancellation,Chat,9,0.29,7.59,2,50,37,0,0
Urgent,Security Breach,Email,6,0.79,2.58,1,24,24,0,0
Urgent,Payment Problem,Chat,10,2.71,12.77,3,9,18,1,1
Medium,Feature Request,Chat,5,2.93,17.08,2,63,69,0,0
Low,Subscription Cancellation,Chat,2,41.28,191.93,0,69,66,1,0
High,Account Suspension,Chat,4,1.94,13.97,3,44,38,0,0
Urgent,Login Issue,Portal,6,0.92,7.03,4,51,24,0,0
High,Integration Failure,Phone,7,7.22,40.69,1,50,33,1,1
High,Performance Issue,Email,8,1.57,7.6,2,64,28,0,0
Medium,Payment Problem,Email,3,7.98,44.2,0,4,69,0,0
High,Integration Failure,Portal,8,5.61,31.28,3,9,39,1,1
Low,Data Loss,Phone,2,54.9,261.98,2,9,31,1,0
Medium,Account Suspension,Portal,3,23.66,66.26,3,51,55,1,0
Medium,Subscription Cancellation,Email,3,8.98,43.21,1,51,19,0,0
Medium,Feature Request,Phone,6,7.61,21.47,1,71,37,0,0
Low,Login Issue,Phone,2,34.45,275.67,3,38,21,1,0
Low,Feature Request,Email,1,69.14,201.65,4,61,47,1,0
High,Integration Failure,Chat,6,2.15,14.18,5,2,55,0,0
Medium,Login Issue,Chat,5,9.1,34.03,2,58,59,0,0
High,Billing Dispute,Chat,8,2.4,14.8,4,39,45,0,0
Low,Performance Issue,Phone,2,20.37,62.27,3,12,38,0,0
Medium,Account Suspension,Phone,3,20.88,69.1,2,43,29,1,0
Medium,Data Loss,Portal,2,27.77,70.69,1,36,50,1,0
Low,Integration Failure,Phone,1,6.23,90.88,0,67,20,0,0
Medium,Subscription Cancellation,Chat,5,14.97,60.11,2,3,52,1,0
Low,Performance Issue,Chat,1,64.87,226.34,4,16,36,1,0
Low,Data Loss,Phone,1,19.53,65.6,4,42,18,0,0
Urgent,Feature Request,Chat,9,1.78,12.75,3,1,50,1,1
Medium,Performance Issue,Email,3,28.61,100.88,3,30,57,1,0
Urgent,Data Loss,Chat,9,2.68,14.44,3,30,47,1,1
Medium,Data Loss,Email,5,16.48,57.99,4,28,18,1,0
High,Feature Request,Phone,4,3.75,21.39,3,41,21,0,0
High,Data Loss,Email,8,3.46,21.21,3,20,61,0,0
High,Payment Problem,Email,7,2.87,13.84,2,68,21,0,0
Medium,Login Issue,Portal,5,7.29,14.83,1,32,28,0,0
Medium,Payment Problem,Phone,6,10.45,16.28,6,35,21,0,0
Medium,Feature Request,Phone,5,9.05,29.74,2,20,60,0,0
Urgent,Security Breach,Chat,8,2.21,9.71,2,36,33,1,1
Urgent,Performance Issue,Phone,7,0.87,4.7,4,38,34,0,0
Urgent,Billing Dispute,Phone,9,0.36,3.39,0,28,49,0,0
Low,Subscription Cancellation,Chat,2,37.54,266.82,3,14,38,1,0
High,Subscription Cancellation,Portal,8,3.59,12.93,3,67,58,0,0
Urgent,Integration Failure,Email,10,0.25,4.37,0,28,51,0,0
Low,Integration Failure,Portal,3,5.63,37.94,3,71,57,0,0
Low,Feature Request,Chat,3,62.51,241.83,1,25,18,1,0
High,Integration Failure,Chat,8,7.55,52.39,2,7,37,1,1
High,Subscription Cancellation,Email,5,11.36,35.25,2,24,40,1,0
Urgent,Payment Problem,Chat,8,0.43,5.61,6,55,25,0,0
Low,Billing Dispute,Chat,4,39.5,240.68,1,64,31,1,0
High,Subscription Cancellation,Portal,7,11.67,47.56,4,10,56,1,1
Low,Payment Problem,Portal,3,51.65,249.32,3,12,64,1,0
Low,Security Breach,Portal,1,54.39,263.88,0,71,26,1,0
Low,Feature Request,Email,3,67.35,259.35,0,29,27,1,0
Urgent,Account Suspension,Portal,6,0.49,5.38,3,58,67,0,0
High,Security Breach,Chat,7,6.28,57.95,0,29,57,1,1
Medium,Security Breach,Portal,2,26.22,105.25,0,50,26,1,0
Medium,Subscription Cancellation,Email,3,6.09,42.19,1,48,63,0,0
Urgent,Feature Request,Chat,6,0.32,5.04,4,37,53,0,0
Medium,Login Issue,Portal,5,3.47,36.25,1,19,38,0,0
Urgent,Data Loss,Portal,9,0.74,6.89,3,25,58,0,0
Medium,Security Breach,Phone,3,2.71,31.24,1,30,33,0,0
Medium,Integration Failure,Phone,2,7.15,41.67,10,56,40,0,0
Medium,Payment Problem,Email,3,20.72,101.54,1,50,52,1,0
Medium,Login Issue,Phone,4,16.64,103.45,2,31,46,1,0
High,Feature Request,Chat,7,11.17,57.56,5,23,36,1,1
Medium,Account Suspension,Email,4,9.06,24.71,1,35,48,0,0
Low,Billing Dispute,Email,4,61.65,231.9,2,10,48,1,0
Urgent,Login Issue,Email,8,0.53,3.82,2,57,34,0,0
Medium,Account Suspension,Phone,4,27.98,88.36,5,58,43,1,0
Medium,Subscription Cancellation,Email,3,3.21,28.24,2,8,34,0,0
Urgent,Performance Issue,Chat,9,0.3,4.78,2,48,28,0,0
High,Data Loss,Chat,8,1.77,10.45,3,52,30,0,0
Low,Subscription Cancellation,Chat,3,47.27,237.08,2,6,20,1,0
Urgent,Feature Request,Phone,9,0.27,6.54,2,66,35,0,0
High,Performance Issue,Phone,8,8.69,35.43,4,56,63,1,1
Medium,Account Suspension,Chat,3,18.67,61.13,3,15,54,1,0
Low,Performance Issue,Chat,4,61.72,174.9,0,37,46,1,0
High,Billing Dispute,Chat,6,0.8,18.98,1,25,45,0,0
High,Integration Failure,Portal,4,10.98,28.53,4,54,43,1,0
Medium,Integration Failure,Email,2,29.9,94.32,2,58,52,1,0
Urgent,Subscription Cancellation,Email,7,0.61,6.66,3,8,43,0,0
High,Subscription Cancellation,Phone,6,3.01,19.71,1,7,52,0,0
Low,Feature Request,Chat,1,43.02,297.91,4,16,52,1,0
Medium,Feature Request,Phone,3,3.86,39.05,0,3,46,0,0
Low,Payment Problem,Email,4,4.96,46.52,1,2,22,0,0
High,Billing Dispute,Phone,7,8.57,38.06,0,30,46,1,1
Low,Feature Request,Email,1,39.71,168.45,1,29,68,1,0
High,Security Breach,Chat,6,6.02,39.05,3,57,42,1,0
High,Billing Dispute,Email,6,3.4,17.14,1,64,49,0,0
Urgent,Payment Problem,Phone,10,0.74,3.91,5,60,36,0,0
Medium,Integration Failure,Portal,3,35.78,61.45,6,44,55,1,0
Urgent,Login Issue,Chat,10,0.7,6.11,1,9,42,0,0
Low,Payment Problem,Phone,2,67.23,151.69,3,35,48,1,0
Urgent,Payment Problem,Phone,8,1.32,19.42,3,24,42,1,1
Low,Subscription Cancellation,Portal,4,17.81,84.25,3,60,27,0,0
Medium,Data Loss,Phone,6,15.17,104.17,2,66,54,1,0
High,Performance Issue,Email,8,1.08,20.06,3,2,38,0,0
Low,Integration Failure,Phone,2,20.24,86.15,0,19,25,0,0
Low,Account Suspension,Chat,3,42.82,249.94,5,11,57,1,0
High,Account Suspension,Email,8,6.8,52.96,3,16,23,1,1
High,Feature Request,Email,5,5.8,41.66,8,32,24,1,0
High,Integration Failure,Portal,4,8.09,26.49,2,58,47,1,0
High,Security Breach,Portal,7,5.95,58.89,2,53,62,1,1
Medium,Feature Request,Phone,6,7.24,21.97,2,51,68,0,0
Medium,Feature Request,Portal,4,8.34,19.07,4,58,61,0,0
Medium,Payment Problem,Phone,5,8.29,43.08,2,71,41,0,0
Low,Integration Failure,Email,3,43.03,222.93,4,18,25,1,0
Urgent,Performance Issue,Email,8,0.73,3.83,3,8,25,0,0
High,Feature Request,Email,7,6.42,57.71,3,44,48,1,1
Medium,Data Loss,Email,4,9.67,41.09,3,32,62,0,0
Medium,Billing Dispute,Email,6,2.4,28.62,1,4,66,0,0
Urgent,Security Breach,Chat,8,0.92,7.37,6,50,58,0,0
Low,Security Breach,Phone,1,46.17,147.66,0,6,21,1,0
High,Feature Request,Portal,8,6.94,57.9,4,31,53,1,1
Medium,Data Loss,Chat,3,27.44,83.74,2,44,62,1,0
High,Billing Dispute,Portal,5,3.44,14.4,3,58,19,0,0
Low,Login Issue,Chat,2,42.48,208.16,6,34,58,1,0
Urgent,Subscription Cancellation,Portal,10,1.23,13.62,1,65,39,1,1
Urgent,Subscription Cancellation,Chat,6,0.47,5.19,4,19,38,0,0
High,Subscription Cancellation,Email,6,0.82,22.72,3,2,52,0,0
High,Payment Problem,Portal,4,1.36,7.43,3,55,56,0,0
Urgent,Security Breach,Chat,9,0.24,5.0,3,69,49,0,0
High,Account Suspension,Chat,4,7.35,35.93,2,36,22,1,0
Low,Account Suspension,Email,2,29.12,160.81,1,61,18,1,0
High,Payment Problem,Phone,7,3.75,21.63,3,12,48,0,0
High,Feature Request,Portal,6,10.34,39.32,3,60,64,1,0
Medium,Integration Failure,Email,6,6.18,31.45,3,30,43,0,0
High,Integration Failure,Portal,7,3.17,21.71,2,49,43,0,0
Urgent,Subscription Cancellation,Email,8,1.89,14.17,1,47,40,1,1
Urgent,Integration Failure,Chat,10,0.69,3.9,3,58,58,0,0
Medium,Feature Request,Email,4,9.79,17.42,3,7,34,0,0
Low,Login Issue,Phone,2,57.61,232.53,4,22,52,1,0
Urgent,Payment Problem,Email,7,0.26,7.14,4,26,36,0,0
Urgent,Login Issue,Chat,8,0.23,2.82,2,35,62,0,0
Low,Security Breach,Email,2,52.39,206.91,5,18,20,1,0
Urgent,Integration Failure,Email,10,0.35,5.86,4,64,65,0,0
